Entry,Status,Protein names,Interacts with,Organism,Mass,EC number
Q9NZQ7,reviewed,Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274),P33681; Q8IZR5; Q9NX76; Q15116; Q15116,Homo sapiens (Human),"33,275",
P10747,reviewed,T-cell-specific surface glycoprotein CD28 (TP44) (CD antigen CD28),P27986; P01552,Homo sapiens (Human),"25,066",
P16671,reviewed,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),P05067; P07948; P07996; P13051-2,Homo sapiens (Human),"53,053",
P28907,reviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38),,Homo sapiens (Human),"34,328",3.2.2.6; 2.4.99.20
P04234,reviewed,T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d),Q96EQ0,Homo sapiens (Human),"18,930",
P01730,reviewed,T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4),P51681; Itself; P13473-2; P06239; P04150; Q9Y371; P04578; P04578; Q1PHM6; Q2N0S6; P03407; P05919,Homo sapiens (Human),"51,111",
P29965,reviewed,"CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]",,Homo sapiens (Human),"29,274",
P16070,reviewed,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),P04233; P26038; Q9UPY5; P18011,Homo sapiens (Human),"81,538",
P08174,reviewed,Complement decay-accelerating factor (CD antigen CD55),P48960,Homo sapiens (Human),"41,400",
P33681,reviewed,T-lymphocyte activation antigen CD80 (Activation B7-1 antigen) (BB1) (CTLA-4 counter-receptor B7.1) (B7) (CD antigen CD80),Q9NZQ7; P16410; P08138,Homo sapiens (Human),"33,048",
P42081,reviewed,T-lymphocyte activation antigen CD86 (Activation B7-2 antigen) (B70) (BU63) (CTLA-4 counter-receptor B7.2) (FUN-1) (CD antigen CD86),P16410; P01552; Q99XW1; P06886,Homo sapiens (Human),"37,682",
P32320,reviewed,Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase),Q96EY9; Q96B67; Itself; Q96D03; Q9BVV2; O15353; Q9H8Y8; Q0VD86; Q3LI64; Q8IUC2; Q8TBB1; Q96HA8; Q96CS7; P25786; P43115-12; O00560; O43167,Homo sapiens (Human),"16,185",3.5.4.5
P30304,reviewed,M-phase inducer phosphatase 1 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25A),Q9BSU3; P04049; P31946; P27348; P63104,Homo sapiens (Human),"59,087",3.1.3.48
P30305,reviewed,M-phase inducer phosphatase 2 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25B),P61289; P31946; P61981; Q04917; P63104,Homo sapiens (Human),"64,987",3.1.3.48
P30307,reviewed,M-phase inducer phosphatase 3 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25C),P06493; O14757; Q9Y250; P53350; P31946; P63104,Homo sapiens (Human),"53,365",3.1.3.48
P60953,reviewed,Cell division control protein 42 homolog (EC 3.6.5.2) (G25K GTP-binding protein),O95477; P25054; P52565; Q9UQB8; Q9UQB8-4; Itself; Q5VT25; Q00587; Q00587-2; O14613; Q8WUI4-6; P46940; Q5S007; Q16584; Q96L34; Q13153; Q13177; O96013; Q9P286; Q9NQU5; Q9NPB6; Q9BYG5; Q9BYG4; P41743; Q92963; P42768; O00401; Q9VEX9; Q61036; Q9JK83; A0A0H3NA16; O30916; O52623; O08816; Q15811; Q07960; Q14155; Q9UQB8; Q9UQB8-4; O75914; Q8TCU6; Q07912; Q9R8E4; Q64096,Homo sapiens (Human),"21,259",3.6.5.2
Q5VT25,reviewed,Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha),P60953; Itself,Homo sapiens (Human),"197,307",2.7.11.1
Q9Y5S2,reviewed,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (CDC42BP-beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),,Homo sapiens (Human),"194,315",2.7.11.1
Q99459,reviewed,Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein),Q13535; O75934; Itself; Q8WYA6; Q08379; Q0D2H9; Q08AF8; P07910; P52272; Q9UJC3; P42858; Q63ZY3; Q7Z3B3; O60341; O95751; Q5JR59-3; Q13416; O43660; P62136; Q96KQ4; Q9UMS4; Q15428; Q01082; Q8N3V7; Q05BL1; Q9UNY4; P40222; Q8N6Y0; Q8N1B4; Q9UGI0,Homo sapiens (Human),"92,251",
O00311,reviewed,Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1),Q8N9N5-2; Q13137; Q9UBU7; Q9UBU7-1; P51114-2; Q9UKD1; Q08379; Q9NYA3; Q6NT76; P42858; Q13422-7; Q9UKT9; Q9H2S9; Q9Y250; Q9BTE3; Q6FHY5; Q5JR59-3; Q14140; O75886; P55061; P14373; O94972; Q2TAA8; P0CW01; Q9Y6T4; Q96DT7-3; Q9HCK0; Q8NAP8,Homo sapiens (Human),"63,888",2.7.11.1
P12830,reviewed,Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3],O94983-5; P30260; Itself; Q6UXH1-2; P35221; P35222; P49184; Q9H8V3; P00533; P16422; P11362; Q7Z6Z7-2; Q9UHB6; P43356; Q7Z434; Q8NCR3; Q8TB02; Q9NPC7; Q9HC98-4; Q8N323; Q8N2W9; Q8NBT0; P62136; Q96QH2; P17612; Q15139; Q9Y617; P50454; Q02978; P12931; P48775; P37173; Q9BQ29; Q9BT49; Q68CZ2; Q9ULW0; Q96EF9; Q9JIY2; P0DJM0,Homo sapiens (Human),"97,456",
P55290,reviewed,Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin),P42858,Homo sapiens (Human),"78,287",
P19022,reviewed,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),P35222; P14923,Homo sapiens (Human),"99,809",
P33151,reviewed,Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144),P35222; Q8TEW0; Q9NPB6; P23381,Homo sapiens (Human),"87,528",
Q9H305,reviewed,Cell death-inducing p53-target protein 1 (Cell death involved p53-target) (Cell death-inducing protein) (LITAF-like protein) (Lipopolysaccharide-induced tumor necrosis factor-alpha-like protein) (Transmembrane protein I1),Q96GG9; Q6ICB0; O95208-2; O43561-2; P46934; Q96DC9; Q6GQQ9; Q15025; Q9H0E2; P0CG47; P0CG48; Q9UMX0; Q9UHD9; P46937,Homo sapiens (Human),"21,892",
O14735,reviewed,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase),P41181; Q13520; Q3SXY8; O15342; Q8WZ55; P11912; Q99675; Q8N5K1; Q7Z7G2; P49447; P00387; Q6PI48; Q15125; Q9Y282; P34910-2; Q5JX71; P12318-2; O15552; Q9Y680; P08034; Q8NBJ4; Q96P66; Q8TDV0; Q8TDT2; Q8TED1; Q7Z5P4; Q9Y5U9; P24592; Q8N5M9; O00180; P43628; Q8TBB1; Q9GZY8-5; O14880; Q96JA4; Q9H2K0; Q2M2E3; P60201-2; Q8NC24; Q86VR2; Q6ZMZ0; O95197; Q8N9R8; O00560; Q96PQ1; Q3KNW5; O60669; P30825; Q96MV1; Q9Y320; Q86WB7-2; Q3ZAQ7,Homo sapiens (Human),"23,539",2.7.8.11
P06493,reviewed,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),Q86V81; P05067; O15392; P14635; P30307; Q99741; P38936; P46527; P61024; O75618-1; P36957; P00533; P19525; Q12778; O95835; P27986-2; Q99640; O43508; P0CG48; P21796; P03070,Homo sapiens (Human),"34,095",2.7.11.22; 2.7.11.23
Q96Q40,reviewed,Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2),Q16543; Q13451; P08238,Homo sapiens (Human),"49,023",2.7.11.22
P24941,reviewed,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase),P20248; O95067; P24385; P24864; O96020; P51946; P50613; P38936; P46527; Q16667; P61024; Q09472; Q969H0-4; P22607; Q14957; P06396; P01112; Q9Y6K9; O95835; Q8TD08; P06400; Q9BY12; Q9UQR0; Q9UQR0-1; Q9UBI4; Q96PU4; P30274; P51943; P03129; Q08619,Homo sapiens (Human),"33,930",2.7.11.22
Q00526,reviewed,Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3),P24863; P30281; P51946; Q14094; P38936; P61024; P33552; O15409; P08238; Q9UBR4-2; Q969G2; Q6FHY5; Q9H3P2; Q5TZ20; P32243-2; Q02548; P26367; Q06710; Q9H0H5; A6NLX3; A0A384NQ31,Homo sapiens (Human),"35,046",2.7.11.22
P11802,reviewed,Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3),Q9UH17; P24385; P30279; P30281; Q16543; P50613; P38936; P46527; P42771; P42772; P42773; P55273; Q9UJC3; P08238; Q9UKT9; Q0VD86; P01106; Q9ULD0; P28749; P09936; Q8N720,Homo sapiens (Human),"33,730",2.7.11.22
Q00535,reviewed,Cyclin-dependent kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Cyclin-dependent-like kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit),P61158; P05067; P23560-2; Q8TDN4; P24863; P30279; P30281; Q14094; Q15078; P38936; P46527; Q9UJC3; Q6FHY5; Q9Y6R0; P37231-2; P62937; O60260-5; Q5MJ70; A6NLX3; P20226; P09936,Homo sapiens (Human),"33,304",2.7.11.1
Q15078,reviewed,"Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]",Q6ZMQ8-1; Q6ZMQ8-2; O94983-5; Q00535; Q6UXH1-2; P49184; P16422; P26715; P43356; Q8NCR3; Q5JR59; A2RUH7; Q9NPC7; Q9HC98-4; Q8N2W9; Q96QH2; Q96E17; Q02978; Q9BQ29; Q9BT49; Q9ULW0,Homo sapiens (Human),"34,060",
Q00534,reviewed,Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),P41238; P24385; P30281; P51946; Q14094; Q16543; P38936; P42771; P42772; P42773; P55273; Q08050-1; P08238; Q5XKR4; Q01196; Q9C019,Homo sapiens (Human),"36,938",2.7.11.22
P50613,reviewed,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),P24941; P11802; P08238; Q96SB4; P78362; O00267,Homo sapiens (Human),"39,038",2.7.11.22; 2.7.11.23
P49336,reviewed,Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35),P24863; Q01094; P02489; Q14204; Q92876,Homo sapiens (Human),"53,284",2.7.11.22; 2.7.11.23
P50750,reviewed,Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit),Q13535; Q8WXE1; O60885-1; O60563; O60583; O60583-1; O60583-2; Q16543; Q9HAW4; Q13451; O94992; P07900; P08238; Q6NYC1; Q4G0J3; P53041; P40763; P04608; P28799; P28799-2; Q6XYB7-2,Homo sapiens (Human),"42,778",2.7.11.22; 2.7.11.23
Q92772,reviewed,Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE),,Homo sapiens (Human),"56,019",2.7.11.22
P38936,reviewed,Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21),P78396; P20248; P24385; P30279; P30281; P24864; O96020; O75419; Q99741; P06493; O94921; P24941; Q00526; P11802; Q00535; Q00534; G5E9A7; P41091; O75460-2; P22607; Q0VDC6; Q9BVV2; Q08379; P06396; Q96ED9-2; Q9UKT9; Q0VD86; Q9BVG8-5; Q15323; Q9BYR8; Q9P2M1; Q9BRK4; Q6FHY5; Q9UHC7; Q5JR59-3; Q9BQ15; P12004; Q6FI35; P31321; Q04864-2; P49591; Q9UQR0-1; Q6ZSJ9; Q96FS4; P63208; Q13309; Q7Z699; P51692; P15884; Q8IYF3; Q9UBB9; Q13077; Q9BYV2; Q9UMX0; Q8N6Y0; Q9Y649; P27958,Homo sapiens (Human),"18,119",
P46527,reviewed,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),Q8N9N5-2; P78396; P20248; P14635; P24385; P30279; P24864; O96020; P06493; P24941; P11802; Q00535; O15111; Q92905; Q13616; O00505; O15131; P07948; P33993; Q5JR59-3; P11309-1; P61586; Q15418; Q9UQR0-1; Q13309; Q5MJ70; P16949; Q9NVV9; Q12933; P00520; Q62120,Homo sapiens (Human),"22,073",
P42772,reviewed,Cyclin-dependent kinase 4 inhibitor B (Multiple tumor suppressor 2) (MTS-2) (p14-INK4b) (p15-INK4b) (p15INK4B),Q9UI12; P24863; Q00537; P11802; Q00534; Q6P9H4; Q0VD86; P43364; Q9GZT8; Q9NRD5; Q53H96; A6ZKI3; Q9BVN2; Q9NZD8; Q13077,Homo sapiens (Human),"14,722",
P42773,reviewed,Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6),O43865; P05067; P55212; P11802; Q00534; O43186; Q9GZU7; O00291; Q15323; P13473-2; Q9UJ70; Q9UJ70-2; Q9GZT8; Q9BYU1; Q58EX7; P78424; O75400-2; Q04864; Q04864-2; O60504; Q99081; Q99081-3; P15884; P15884-3,Homo sapiens (Human),"18,127",
P55273,reviewed,Cyclin-dependent kinase 4 inhibitor D (p19-INK4d),Q6P1W5; A4QMS7; P30281; P11802; Q00534; Q9UFW8; Q13363-2; Q96D03; Q8WW35; Q04637-9; Q86W67; Q9NVL1-2; Q8WXI9; Q49A26-4; Q9H8Y8; O15499; Q9BPX1; Q9UKT9; Q0VD86; O95678; Q8TBB1; Q17RB8; A8MW99; Q6FHY5; Q4VC12; Q9Y483-4; P17568; Q9GZT8; O00746; P22736; F1D8N6; P43354; Q92570; Q9NRD5; P30044; Q96LW4; P25786; Q04864-2; Q6ZNE9; Q8IYX7; O00560; Q9NVV9; Q3SY00; Q9BRT2; Q99990; A0A0C4DGF1; Q96N95-3; Q6ZNG0; P0C7X2; Q6NX45,Homo sapiens (Human),"17,700",
P47902,reviewed,Homeobox protein CDX-1 (Caudal-type homeobox protein 1),P49715,Homo sapiens (Human),"28,138",
Q99626,reviewed,Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2),Q8IYR0; Q9BQ66,Homo sapiens (Human),"33,520",
O14627,reviewed,Homeobox protein CDX-4 (Caudal-type homeobox protein 4),Q8N9N5-7; P61024; P25800; P25791; Q13131; P54646; O43741,Homo sapiens (Human),"30,480",
Q9Y6F8,reviewed,Testis-specific chromodomain protein Y 1 (EC 2.3.1.48),,Homo sapiens (Human),"60,473",2.3.1.48
Q9Y6F7,reviewed,Testis-specific chromodomain protein Y 2 (EC 2.3.1.48),,Homo sapiens (Human),"60,524",2.3.1.48
Q9Y232,reviewed,Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-),P51114; P68431; Itself; Q8N5M4,Homo sapiens (Human),"66,482",4.2.1.-
P49715,reviewed,CCAAT/enhancer-binding protein alpha (C/EBP alpha),P18847; P18848; Q9Y2D1; Q16520; Q8N1L9; Q9NR55; P47902; Itself; P17676; P49716; Q15744; P53567; P35638; P01100; P24001-2; P09874; P03122; P06422; Q96RU8-1,Homo sapiens (Human),"37,561",
P17676,reviewed,CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5),P18848; Q16520; Q86X55; P49715; P53567; P35638; P03372; P15941; P04637; P03120; P03122; P06422; P06790; P63165,Homo sapiens (Human),"36,106",
P49716,reviewed,CCAAT/enhancer-binding protein delta (C/EBP delta) (Nuclear factor NF-IL6-beta) (NF-IL6-beta),P18848; P49715; P53567; P35638; Q9BXW9; Q8TEX9,Homo sapiens (Human),"28,467",
Q15744,reviewed,CCAAT/enhancer-binding protein epsilon (C/EBP epsilon),P18847; P18848; Q16520; Q9NR55; P49715; P53567; P35638,Homo sapiens (Human),"30,603",
P53567,reviewed,CCAAT/enhancer-binding protein gamma (C/EBP gamma),P15336; P18847; P18848; Q9Y2D1; Q16520; Q8N1L9; Q9NR55; P49715; P17676; P49716; Q15744; P35638; P35638-2; P01100; Q16236; O15212; P0C746,Homo sapiens (Human),"16,408",
Q03701,reviewed,CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor),,Homo sapiens (Human),"120,974",
Q9BXF3,reviewed,Cat eye syndrome critical region protein 2,,Homo sapiens (Human),"164,213",
P19835,reviewed,Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (EC 3.1.1.6) (Bile salt-stimulated lipase) (BSSL) (Bucelipase) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase),,Homo sapiens (Human),"79,322",3.1.1.13; 3.1.1.3; 3.1.1.6
Q9UNI1,reviewed,Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1) (Pancreatic elastase 1),,Homo sapiens (Human),"27,798",3.4.21.36
P07199,reviewed,Major centromere autoantigen B (Centromere protein B) (CENP-B),,Homo sapiens (Human),"65,171",
Q02224,reviewed,Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin-7) (Kinesin-related protein CENPE),O60566; Q9Y6D9; Q9BZD4,Homo sapiens (Human),"316,415",
P49454,reviewed,Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin),Q9GZM8; Q8WUM0,Homo sapiens (Human),"357,527",
Q9Y6K0,reviewed,Choline/ethanolaminephosphotransferase 1 (hCEPT1) (EC 2.7.8.1) (EC 2.7.8.2) (1-alkenyl-2-acylglycerol choline phosphotransferase) (EC 2.7.8.22),Q9NZD8; Q9NUH8,Homo sapiens (Human),"46,554",2.7.8.1; 2.7.8.2; 2.7.8.22
Q8TCT0,reviewed,Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4),P13196; P05813; A8MQ03; O76011; Q07627; Q8IUC1; Q8IUB9; Q3LI70; Q9BYR8; Q9BYR7; Q3LI66; Q9BYQ4; Q5JR59; P0CG21; Q7Z3S9; P0DPK4; O43482; Q9H8W4; Q8IWZ5,Homo sapiens (Human),"59,977",2.7.1.138
Q96G23,reviewed,Ceramide synthase 2 (CerS2) (LAG1 longevity assurance homolog 2) (SP260) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Tumor metastasis-suppressor gene 1 protein) (Very-long-chain ceramide synthase CERS2) (EC 2.3.1.297),P07306; P07307; P27449; P07900; Q9Y5U9; Q16236; O15245; O95070,Homo sapiens (Human),"44,876",2.3.1.24; 2.3.1.297
Q8IU89,reviewed,Ceramide synthase 3 (CerS3) (Dihydroceramide synthase 3) (LAG1 longevity assurance homolog 3) (Sphingosine N-acyltransferase CERS3) (EC 2.3.1.24) (Ultra-long-chain ceramide synthase CERS3) (EC 2.3.1.298) (Very-long-chain ceramide synthase CERS3) (EC 2.3.1.297),Q99519; Q8N138; Q9H0N5; Q9NUM3; Q96FB2,Homo sapiens (Human),"46,316",2.3.1.24; 2.3.1.298; 2.3.1.297
Q9HA82,reviewed,Ceramide synthase 4 (CerS4) (EC 2.3.1.-) (LAG1 longevity assurance homolog 4) (Sphingosine N-acyltransferase CERS4) (EC 2.3.1.24),Q86Z23; Q8NHW4; Q8NC01; P29400-2; Q4LDR2; P00387; P50402; Q969F0; Q9H0Q3; Q8TDV0; Q9Y5U9; P24593; P11215; Q8N5M9; Q8TAF8; P11836; Q9UHE5; Q99519; Q04941; P54315; P43378; Q8TAC9; O00767; O75920; Q8N6R1; Q9UKG4; P78382; Q8N357; P30825; P58511; O15400; Q9UNK0; Q9Y6I9; Q96HP8; Q8TBM7; A0PK05; Q96B49; Q5TGU0; O75841; P63027; Q96FB2,Homo sapiens (Human),"46,399",2.3.1.-; 2.3.1.24
Q8N5B7,reviewed,Ceramide synthase 5 (CerS5) (LAG1 longevity assurance homolog 5) (Sphingoid base N-palmitoyltransferase CERS5) (EC 2.3.1.291) (Sphingosine N-acyltransferase CERS5) (EC 2.3.1.24),,Homo sapiens (Human),"45,752",2.3.1.291; 2.3.1.24
Q6ZMG9,reviewed,Ceramide synthase 6 (CerS6) (LAG1 longevity assurance homolog 6) (Sphingoid base N-palmitoyltransferase CERS6) (EC 2.3.1.291),P30556; P41146; O75396,Homo sapiens (Human),"44,890",2.3.1.291
P23141,reviewed,Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase) (ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1) (CE-1) (hCE-1) (EC 3.1.1.1) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1) (EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase) (REH) (Serine esterase 1) (Triacylglycerol hydrolase) (TGH),Q8IVF2-3; A8MQ03; Q15125; Q5T7V8; Q5T749; Q13113; Q9NRQ2; Q9NR31; O95231,Homo sapiens (Human),"62,521",3.1.1.1; 3.1.1.13; 3.1.1.56
O00748,reviewed,Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56),,Homo sapiens (Human),"61,807",3.1.1.84; 3.1.1.1; 3.1.1.56
Q6UWW8,reviewed,Carboxylesterase 3 (EC 3.1.1.1) (Liver carboxylesterase 31 homolog),,Homo sapiens (Human),"62,282",3.1.1.1
P11597,reviewed,Cholesteryl ester transfer protein (Lipid transfer protein I),,Homo sapiens (Human),"54,756",
P00751,reviewed,Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment],P01024; Q92496-1; Q92496-3,Homo sapiens (Human),"85,533",3.4.21.47
P00746,reviewed,Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D),,Homo sapiens (Human),"27,033",3.4.21.46
P08603,reviewed,Complement factor H (H factor 1),P02649; P01024; P01024; P01024; Itself; P02741; P02741; P26022; P26022; P02769; P16946; P13605; A0A024A2C9; Q9JXV4; Q932F7; P02741; P02741; P26022; P26022; P02741,Homo sapiens (Human),"139,096",
P23528,reviewed,"Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)",P60709; P63261; P54253; Q549N0; P00533; P57058; P53667; Q96CV9; Q13393; O14939; Q1KLZ0; Q8WYL5; P63104; P0DOE7,Homo sapiens (Human),"18,502",
O15519,reviewed,CASP8 and FADD-like apoptosis regulator (Caspase homolog) (CASH) (Caspase-eight-related protein) (Casper) (Caspase-like apoptosis regulatory protein) (CLARP) (Cellular FLICE-like inhibitory protein) (c-FLIP) (FADD-like antiapoptotic molecule 1) (FLAME-1) (Inhibitor of FLICE) (I-FLICE) (MACH-related inducer of toxicity) (MRIT) (Usurpin) [Cleaved into: CASP8 and FADD-like apoptosis regulator subunit p43; CASP8 and FADD-like apoptosis regulator subunit p12],Q92851; Q14790; Q13077; Q14790; Q14790-2; Q02750; O14733; Q92851-4,Homo sapiens (Human),"55,344",
P13569,reviewed,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel),P60709; P16615-1; P51572; O43852-1; P27824; P07384; P51790-2; Q9BUN8; Q9HD26; Q9H8Y8; O15554; P05787; Q9HBW0; Q5T2W1; Q99942; Q96RN1; O14745; Q15599; P19120; Q9QX74,Homo sapiens (Human),"168,142",5.6.1.6
P01215,reviewed,Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Choriogonadotropin alpha chain) (Chorionic gonadotrophin subunit alpha) (CG-alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain),P0DN86; P01225,Homo sapiens (Human),"13,075",
Q13112,reviewed,Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60) (M-phase phosphoprotein 7),Q9Y294; Q9NVP2,Homo sapiens (Human),"61,493",
